Tract,sf_num_loans,sf_med_income,sf_med_upb,indian,asian,black,hawai,white,mean_age,sf_purchase,sf_refinance,sf_rehab,sf_cashout,sf_na,mf_num_loans,mf_med_upb,mf_purchase,mf_refinance,mf_rehab,mf_cashout,mf_na,NAME,unitE,unitM,geometry,family
450800,118,62500,78000,0,0,8,0,96,38.644067796610166,71,41,0,6,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4508, Allegheny County, Pennsylvania",1261,96,"list(list(c(1293877.18244116, 1294279.20190878, 1295437.07587412, 1298044.09983331, 1298117.73545645, 1298647.21902686, 1300044.74541671, 1299654.80486686, 1299361.42090074, 1296585.71525864, 1296209.2225839, 1295200.08364498, 1294998.60383871, 1295171.43557499, 1294398.50637427, 1294671.47394115, 1293937.57754145, 1293430.12505073, 1293877.18244116, 138207.188797721, 138855.653205862, 140842.888143829, 139500.614596067, 139458.105464066, 138435.189812309, 137026.230847473, 136597.488791905, 136070.208189548, 
137534.036484372, 136901.588151487, 135730.253868525, 134802.794157758, 134417.431971298, 134722.270014862, 135221.270529559, 137315.04572964, 137421.486811695, 138207.188797721)))",Single Family only
451101,643,104000,184000,2,10,12,0,534,40.1244167962675,364,246,0,33,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4511.01, Allegheny County, Pennsylvania",1535,77,"list(list(c(1274186.62389193, 1275016.2225747, 1276002.82711416, 1276527.46325097, 1276437.35536262, 1276887.98930208, 1277602.9595487, 1278063.71259167, 1278728.38106541, 1278750.21924554, 1280529.7654554, 1282763.35028002, 1283873.70203312, 1285564.94730083, 1287197.60847378, 1287925.18189173, 1288994.84961224, 1289501.53530032, 1290300.9843774, 1290867.40101413, 1290277.38795436, 1290025.38492355, 1289313.02505443, 1289112.99499778, 1288663.1046296, 1287904.70484606, 1287537.24849056, 1287085.47962347, 
1286769.99635385, 1286288.45060759, 1285877.01548524, 1285292.58247503, 1284391.39564742, 1282818.75029664, 1282458.40278956, 1282003.1762305, 1281383.98407249, 1280953.83887453, 1280686.19806403, 1280598.83139452, 1280625.02911429, 1280049.01542245, 1279327.61769004, 1279388.66113337, 1278896.30186338, 1279557.03740787, 1279451.00210113, 1278103.11194161, 1276719.80161697, 1275725.27694335, 1275255.84280486, 1274696.63109308, 1274989.51238625, 1275659.84205823, 1275941.25901549, 1275461.77554994, 
1274923.0683043, 1274186.62389193, 151376.903925657, 152003.605459923, 150784.738685761, 150804.271274812, 148309.327977484, 148393.32751955, 148019.225916798, 148087.648099476, 148538.056780125, 148795.494136577, 147543.170220082, 147882.910131107, 147328.972733881, 149967.594424094, 148645.219661684, 147896.009434683, 145848.315997166, 144607.863421929, 143382.498394265, 143004.603639289, 142308.277148549, 142563.598724377, 143603.904291674, 143975.500302196, 144568.47655615, 144910.66608884, 144916.686998803, 
144439.596028155, 143531.830495234, 143016.231338523, 141482.44405987, 140940.257004864, 140606.097872148, 139734.870370368, 138539.022583724, 137860.552349787, 137441.916585689, 138130.338549771, 138420.833438917, 138614.690499546, 140582.585817065, 140942.77426856, 140790.283075082, 141504.042167043, 142093.684226327, 143276.142117369, 143671.740316708, 145031.670493044, 145763.575837181, 146001.407499027, 146511.737094716, 146694.793817014, 146697.286211016, 147620.932512144, 148442.792275883, 
149828.567002523, 150768.456420829, 151376.903925657)))",Single Family only
451102,470,86000,160000,0,3,12,0,391,38.02127659574468,237,194,0,39,0,1,20185000,1,0,0,0,0,"Census Tract 4511.02, Allegheny County, Pennsylvania",1977,108,"list(list(c(1282003.1762305, 1282458.40278956, 1282818.75029664, 1284391.39564742, 1285292.58247503, 1285877.01548524, 1286288.45060759, 1286769.99635385, 1287085.47962347, 1287537.24849056, 1287904.70484606, 1288663.1046296, 1289112.99499778, 1289313.02505443, 1290025.38492355, 1290277.38795436, 1290867.40101413, 1293429.86099845, 1295437.07587412, 1294279.20190878, 1293645.44860269, 1293276.68054093, 1292888.16985508, 1291647.28432613, 1290574.53067649, 1290151.58048452, 1289917.86774563, 1289536.53403079, 
1288317.10123382, 1287941.91614073, 1288073.37644192, 1287749.3178393, 1286597.94072118, 1286436.44435823, 1285128.85813319, 1282401.0993596, 1281383.98407249, 1282003.1762305, 137860.552349787, 138539.022583724, 139734.870370368, 140606.097872148, 140940.257004864, 141482.44405987, 143016.231338523, 143531.830495234, 144439.596028155, 144916.686998803, 144910.66608884, 144568.47655615, 143975.500302196, 143603.904291674, 142563.598724377, 142308.277148549, 143004.603639289, 141904.72947894, 140842.888143829, 
138855.653205862, 139317.361949886, 139140.719751191, 139142.873220891, 138962.318879187, 137937.667179837, 138130.005603834, 138779.192564709, 138621.914424264, 137844.250018279, 137236.309028143, 137015.719509639, 136396.494553563, 134472.111977407, 134319.954101999, 133143.26539056, 136538.116964499, 137441.916585689, 137860.552349787)))",Single Family and Multi Family
451104,782,101000,205000,4,34,17,1,642,38.529411764705884,397,330,0,55,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4511.04, Allegheny County, Pennsylvania",1331,54,"list(list(c(1266907.08771496, 1267424.40015078, 1269958.42913025, 1273441.24171897, 1274186.62389193, 1274923.0683043, 1275461.77554994, 1275941.25901549, 1275659.84205823, 1274989.51238625, 1274696.63109308, 1275255.84280486, 1275725.27694335, 1276719.80161697, 1278103.11194161, 1279451.00210113, 1279000.44251282, 1278492.07078264, 1276092.50791244, 1275112.17847523, 1273647.23323659, 1271744.54565057, 1270637.4494454, 1269840.63289377, 1269461.54201972, 1268010.28061353, 1267226.39361024, 1266919.16797634, 
1266907.08771496, 146022.875574109, 146617.245418845, 148807.827852976, 151915.284988316, 151376.903925657, 150768.456420829, 149828.567002523, 148442.792275883, 147620.932512144, 146697.286211016, 146694.793817014, 146511.737094716, 146001.407499027, 145763.575837181, 145031.670493044, 143671.740316708, 142787.253757568, 142361.146452698, 141802.3938343, 141640.712322239, 140926.624329605, 140467.682567435, 140378.741123386, 139432.648537436, 139242.450009666, 143043.015195195, 145357.101024577, 
145998.46626703, 146022.875574109)))",Single Family only
451105,586,99000,196000,0,41,22,0,459,36.791808873720136,370,165,0,51,0,3,30005000,2,1,0,0,0,"Census Tract 4511.05, Allegheny County, Pennsylvania",2228,172,"list(list(c(1269840.63289377, 1270637.4494454, 1271744.54565057, 1273647.23323659, 1275112.17847523, 1276092.50791244, 1278492.07078264, 1279000.44251282, 1279451.00210113, 1279557.03740787, 1278896.30186338, 1279388.66113337, 1279327.61769004, 1280049.01542245, 1280625.02911429, 1280598.83139452, 1280686.19806403, 1280953.83887453, 1281383.98407249, 1282401.0993596, 1285128.85813319, 1285444.60282447, 1286063.48519287, 1286071.04914803, 1284692.23063707, 1283779.95355589, 1281054.55305352, 1280335.70043301, 
1279944.69396375, 1278575.45376933, 1277987.03088853, 1276209.44915443, 1275884.30242308, 1275602.50040655, 1273205.78757355, 1270783.83178167, 1269461.54201972, 1269840.63289377, 139432.648537436, 140378.741123386, 140467.682567435, 140926.624329605, 141640.712322239, 141802.3938343, 142361.146452698, 142787.253757568, 143671.740316708, 143276.142117369, 142093.684226327, 141504.042167043, 140790.283075082, 140942.77426856, 140582.585817065, 138614.690499546, 138420.833438917, 138130.338549771, 
137441.916585689, 136538.116964499, 133143.26539056, 132730.081260912, 131369.370042996, 131155.197362002, 130416.11664177, 131056.215262056, 131310.649971891, 131363.988301753, 131565.798237431, 132915.361123293, 133285.063156403, 133875.201955603, 132485.606869613, 132477.676764333, 134337.555391154, 135793.817997077, 139242.450009666, 139432.648537436)))",Single Family and Multi Family
451300,1262,106000,206500,1,52,13,2,1055,40.80824088748019,623,541,2,96,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4513, Allegheny County, Pennsylvania",2688,135,"list(list(c(1275884.30242308, 1276209.44915443, 1277987.03088853, 1278575.45376933, 1279944.69396375, 1280335.70043301, 1281054.55305352, 1283779.95355589, 1284692.23063707, 1286071.04914803, 1286063.48519287, 1285444.60282447, 1285128.85813319, 1286436.44435823, 1286597.94072118, 1287749.3178393, 1288073.37644192, 1287941.91614073, 1288317.10123382, 1289536.53403079, 1289917.86774563, 1290151.58048452, 1290574.53067649, 1291647.28432613, 1292888.16985508, 1293276.68054093, 1293645.44860269, 1294279.20190878, 
1293877.18244116, 1293430.12505073, 1293937.57754145, 1294671.47394115, 1294398.50637427, 1295171.43557499, 1294998.60383871, 1298038.40488363, 1299854.97097408, 1300992.65994908, 1301514.56169767, 1301707.88182984, 1302123.6297767, 1302763.57923742, 1303431.27536884, 1303545.04306665, 1303490.60372999, 1303203.55387728, 1302492.37644893, 1301892.79094474, 1301542.76519387, 1300108.62310966, 1299618.83439836, 1299733.80922886, 1300261.23886031, 1301082.82095055, 1301205.15042757, 1300895.86941654, 
1300218.5415785, 1300211.92707173, 1299554.4356801, 1299233.37995764, 1298962.14677524, 1299243.83790776, 1300171.09024942, 1300175.65013548, 1299648.47423819, 1299104.21823475, 1298913.8966431, 1299174.31277996, 1299092.94306997, 1297935.69038881, 1297567.58728834, 1297271.94704454, 1297962.95156961, 1297560.4289518, 1297435.79249555, 1296643.3864959, 1295800.74770528, 1295442.76523416, 1295799.10386593, 1295452.72442699, 1294820.51938507, 1294292.79810805, 1293907.65435603, 1292682.05309339, 1291314.91086834, 
1290541.3333908, 1289998.50477741, 1289713.32516774, 1289308.35214483, 1288450.30501875, 1287670.3041471, 1286350.37019358, 1285870.50363849, 1284220.48679406, 1283663.62659606, 1283494.13042074, 1283230.37481608, 1282872.40694621, 1282135.43273685, 1281752.02451925, 1281521.22838718, 1280660.2342807, 1280805.49210748, 1280075.55332442, 1279993.0363822, 1279309.81821164, 1279318.10833842, 1275602.50040655, 1275884.30242308, 132485.606869613, 133875.201955603, 133285.063156403, 132915.361123293, 131565.798237431, 
131363.988301753, 131310.649971891, 131056.215262056, 130416.11664177, 131155.197362002, 131369.370042996, 132730.081260912, 133143.26539056, 134319.954101999, 134472.111977407, 136396.494553563, 137015.719509639, 137236.309028143, 137844.250018279, 138621.914424264, 138779.192564709, 138130.005603834, 137937.667179837, 138962.318879187, 139142.873220891, 139140.719751191, 139317.361949886, 138855.653205862, 138207.188797721, 137421.486811695, 137315.04572964, 135221.270529559, 134722.270014862, 
134417.431971298, 134802.794157758, 133053.327303149, 132406.14377659, 132006.444118583, 132527.049705549, 132746.584242211, 133132.001324287, 132037.602666422, 131673.617199713, 131249.492538541, 130557.741358955, 130329.482686457, 131134.612754189, 130501.686778373, 130742.829023496, 130438.517282299, 129654.251237498, 129075.1654439, 129079.841803114, 128262.47284769, 127575.667124588, 127481.088500477, 127340.592633035, 125788.417705433, 123107.261650691, 122701.390751663, 121855.293030811, 121354.674841803, 
121106.592648422, 120598.73222789, 120740.20589528, 120397.029678129, 119979.145910194, 118872.242518577, 118508.55515525, 118607.804175655, 118354.890257479, 117685.536421984, 116506.484951543, 115688.473292707, 116711.426002595, 116748.81798795, 117140.831070615, 117102.351403301, 116373.986227206, 115894.146799576, 115876.823618901, 115434.510748978, 115232.426861658, 114716.750792806, 114912.960047682, 115572.213612977, 115654.56031775, 115790.165659112, 116002.049909344, 117482.774265546, 118578.970480429, 
119745.515058473, 119904.541509105, 121145.807636394, 122071.051050544, 122179.387474603, 122115.083594071, 122691.697808299, 123280.572556306, 123353.829872671, 124025.254194576, 124313.358141614, 124565.816600148, 126156.560376573, 128049.932633096, 129380.938142707, 129651.158140637, 132477.676764333, 132485.606869613)))",Single Family only
452000,1001,100000,207000,0,17,20,0,864,37.85214785214785,595,308,0,98,0,1,17915000,0,1,0,0,0,"Census Tract 4520, Allegheny County, Pennsylvania",2396,211,"list(list(c(1242221.35336109, 1247513.86623687, 1265864.90108004, 1266692.54278213, 1266907.08771496, 1266919.16797634, 1267226.39361024, 1268010.28061353, 1269461.54201972, 1270783.83178167, 1273205.78757355, 1275602.50040655, 1279318.10833842, 1279309.81821164, 1279993.0363822, 1280075.55332442, 1280805.49210748, 1280660.2342807, 1281521.22838718, 1281752.02451925, 1282135.43273685, 1282872.40694621, 1283230.37481608, 1283494.13042074, 1283663.62659606, 1284220.48679406, 1285870.50363849, 1286350.37019358, 
1287670.3041471, 1288450.30501875, 1289308.35214483, 1289713.32516774, 1289998.50477741, 1287207.69879692, 1286917.15856172, 1286329.59739613, 1285823.49383235, 1285403.06650579, 1284809.30405338, 1284388.11956459, 1283413.57917317, 1283106.60593677, 1282946.58782426, 1281986.46106432, 1281810.96170987, 1280883.66935541, 1280792.21203884, 1279967.44536811, 1279923.63068862, 1279264.24485825, 1278133.37155143, 1277520.91855357, 1277310.44615947, 1276963.06593981, 1275515.927652, 1274130.78124461, 
1272678.30607153, 1270375.76726006, 1269211.13181069, 1269049.74798814, 1268781.67895004, 1267687.94703799, 1266899.80703659, 1265605.46230477, 1264705.12136618, 1263727.99602837, 1262951.97070737, 1262815.07961445, 1259910.05644518, 1259517.72379856, 1255885.35906991, 1255710.49732258, 1242195.33244247, 1242221.35336109, 124239.607270206, 128923.510225681, 145092.090612195, 145808.24345376, 146022.875574109, 145998.46626703, 145357.101024577, 143043.015195195, 139242.450009666, 135793.817997077, 
134337.555391154, 132477.676764333, 129651.158140637, 129380.938142707, 128049.932633096, 126156.560376573, 124565.816600148, 124313.358141614, 124025.254194576, 123353.829872671, 123280.572556306, 122691.697808299, 122115.083594071, 122179.387474603, 122071.051050544, 121145.807636394, 119904.541509105, 119745.515058473, 118578.970480429, 117482.774265546, 116002.049909344, 115790.165659112, 115654.56031775, 113875.111416088, 113437.549234023, 113318.218485057, 113332.186714673, 113588.678414637, 
114202.927980715, 114039.559049455, 114323.852769391, 114877.141633539, 115799.862956634, 115336.22155984, 115714.103888873, 116050.737251857, 115216.82372972, 114932.37628607, 116078.518932048, 116085.343656631, 115048.278054103, 114964.502538609, 115013.914616391, 114154.184570959, 113948.992327125, 113161.448864074, 113305.042268476, 111595.415495249, 110596.178153511, 110437.928153412, 110288.608471709, 110199.7374615, 110477.457758255, 110576.410601869, 110930.377581977, 110924.305012321, 109187.901954015, 
107546.889407354, 104971.934423004, 104712.2757733, 108825.35112837, 109081.304922774, 124216.69844252, 124239.607270206)))",Single Family and Multi Family
453003,200,86000,155000,0,4,0,0,178,40.85,82,100,0,18,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4530.03, Allegheny County, Pennsylvania",793,51,"list(list(c(1275687.21205833, 1277340.03073203, 1278938.36966637, 1279993.79280324, 1282217.93989469, 1283259.59790579, 1284150.24664528, 1284495.55658703, 1285709.6435847, 1286962.48909273, 1288202.84538582, 1288866.35019854, 1289413.07817115, 1291259.72245241, 1292549.6031976, 1293759.17539569, 1294392.20969693, 1294235.78947991, 1294570.11823436, 1294349.94246424, 1294078.1603258, 1294783.04598099, 1295090.56225359, 1295238.40230913, 1295293.04993777, 1295274.2785417, 1295409.51038227, 1294871.07527857, 
1294497.48489934, 1294149.14335576, 1293849.99293606, 1293612.51084187, 1292327.59898784, 1291749.36443686, 1290480.21561927, 1289248.03122109, 1288908.76383063, 1288424.64552068, 1288325.17028459, 1287527.14253237, 1286990.36616787, 1286749.21036065, 1286176.44065611, 1285860.73165529, 1283448.43737933, 1283001.55654716, 1282725.42581763, 1281009.56178443, 1279945.14322982, 1279108.4644711, 1278402.21309998, 1276994.23070573, 1276422.95296837, 1276045.58843374, 1275623.49027319, 1275687.21205833, 
110182.417025236, 109919.175656745, 109483.376347877, 109431.69686598, 109052.605482434, 109025.51846436, 109545.500772648, 109633.018897717, 109903.311861181, 109861.289211963, 109682.633882097, 109875.321499281, 109798.310312199, 110472.056337026, 110540.453255771, 111082.821588784, 111254.642361463, 110262.129686664, 109042.661298397, 107692.539343682, 107425.314484339, 105590.789235573, 104574.372159087, 102387.655713826, 102229.76189213, 101118.580408703, 101042.999332897, 95151.4081494946, 
93928.0317982418, 93618.8365017776, 93743.4771400273, 94916.5064962054, 94359.1007540423, 94895.0916790592, 96892.0961147991, 95712.9994072496, 96083.4102169078, 97116.9216502132, 98005.8198730862, 98951.2515402308, 99793.0978079005, 100575.566159744, 100773.2889464, 101528.717254043, 101694.827434461, 102604.925974165, 103581.981796274, 105538.644830326, 106178.470062929, 107163.571579216, 107604.415185908, 108145.957552296, 108639.121925501, 109327.93294314, 110116.45170573, 110182.417025236)))",Single Family only
453004,845,83000,145000,1,32,15,1,700,38.67455621301775,427,364,0,54,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4530.04, Allegheny County, Pennsylvania",3192,203,"list(list(c(1277520.91855357, 1278133.37155143, 1279264.24485825, 1279923.63068862, 1279967.44536811, 1280792.21203884, 1280883.66935541, 1281810.96170987, 1281986.46106432, 1282946.58782426, 1283106.60593677, 1283413.57917317, 1284388.11956459, 1284809.30405338, 1285403.06650579, 1285823.49383235, 1286329.59739613, 1286917.15856172, 1287207.69879692, 1289998.50477741, 1290541.3333908, 1291314.91086834, 1292682.05309339, 1293907.65435603, 1294292.79810805, 1294261.19556691, 1294392.20969693, 1293759.17539569, 
1292549.6031976, 1291259.72245241, 1289413.07817115, 1288866.35019854, 1288202.84538582, 1286962.48909273, 1285709.6435847, 1284495.55658703, 1284150.24664528, 1283259.59790579, 1282217.93989469, 1279993.79280324, 1278938.36966637, 1278969.68548899, 1278890.57518441, 1278516.9458096, 1278698.40981739, 1278669.90036103, 1277961.8256548, 1277895.30291594, 1277352.05944782, 1277520.91855357, 114964.502538609, 115048.278054103, 116085.343656631, 116078.518932048, 114932.37628607, 115216.82372972, 116050.737251857, 
115714.103888873, 115336.22155984, 115799.862956634, 114877.141633539, 114323.852769391, 114039.559049455, 114202.927980715, 113588.678414637, 113332.186714673, 113318.218485057, 113437.549234023, 113875.111416088, 115654.56031775, 115572.213612977, 114912.960047682, 114716.750792806, 115232.426861658, 115434.510748978, 113578.669311522, 111254.642361463, 111082.821588784, 110540.453255771, 110472.056337026, 109798.310312199, 109875.321499281, 109682.633882097, 109861.289211963, 109903.311861181, 
109633.018897717, 109545.500772648, 109025.51846436, 109052.605482434, 109431.69686598, 109483.376347877, 110684.965038262, 110839.954012938, 111173.959679304, 112590.678100545, 113627.76643168, 114133.925441106, 114785.734958714, 114843.592981513, 114964.502538609)))",Single Family only
455000,124,65500,125500,0,2,0,0,105,38.46774193548387,60,51,1,12,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4550, Allegheny County, Pennsylvania",651,37,"list(list(c(1286811.79192971, 1288028.42019296, 1288908.76383063, 1289248.03122109, 1290480.21561927, 1291749.36443686, 1292327.59898784, 1291095.96273714, 1291360.20487978, 1290475.80235196, 1290013.20996963, 1289773.82816513, 1288852.95525088, 1288362.79027641, 1288995.14785338, 1289012.95748594, 1289151.1188357, 1288300.22604292, 1287896.4678556, 1287417.12295179, 1286811.79192971, 96373.690115495, 96929.0842555531, 96083.4102169078, 95712.9994072496, 96892.0961147991, 94895.0916790592, 94359.1007540423, 
93676.7008611004, 93192.5189599497, 92701.239190038, 92444.5207744523, 92118.1058779398, 91779.1762019685, 92473.1465169317, 92740.7235160012, 93184.9085378774, 93568.4769186006, 94325.8298778874, 95363.646658196, 95904.2437898478, 96373.690115495)))",Single Family only
456001,743,113000,233000,1,142,4,2,501,37.604306864064604,278,353,1,111,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4560.01, Allegheny County, Pennsylvania",1411,86,"list(list(c(1289891.46482854, 1290340.76150863, 1290737.99670926, 1290475.80235196, 1291360.20487978, 1291095.96273714, 1292327.59898784, 1293612.51084187, 1293849.99293606, 1294149.14335576, 1294497.48489934, 1294871.07527857, 1294648.61969223, 1294616.03946867, 1297847.8176806, 1299616.78667775, 1300399.02483826, 1302400.31426193, 1303394.73512345, 1304700.79378792, 1305595.30393277, 1306889.2666906, 1307998.63554893, 1307446.20878802, 1308103.54246732, 1308051.43979966, 1307815.97669049, 1307837.02607239, 
1308597.61031835, 1309545.85772517, 1309511.23801128, 1309281.95915258, 1307890.76840152, 1307653.32480089, 1306989.53756342, 1306508.38276218, 1305365.51510869, 1305646.8881745, 1305387.22068467, 1304882.53548475, 1304272.11045757, 1303237.02560482, 1302107.91964691, 1301590.10039757, 1301234.48530471, 1300197.40204128, 1299506.73430073, 1298201.58397184, 1298204.89193196, 1297970.240693, 1297666.9787278, 1296487.90886981, 1296375.77971973, 1296745.21410479, 1297018.87498096, 1295505.53180932, 1294370.39011791, 
1294252.67199954, 1293727.77344291, 1293814.83601714, 1293660.15566662, 1293479.07628754, 1292385.76224566, 1291756.23611647, 1291290.82934199, 1290680.7683061, 1289542.31030746, 1289891.46482854, 89167.1061715804, 90177.978358422, 91717.7472835359, 92701.239190038, 93192.5189599497, 93676.7008611004, 94359.1007540423, 94916.5064962054, 93743.4771400273, 93618.8365017776, 93928.0317982418, 95151.4081494946, 92884.2689074362, 88625.687746917, 87149.4474751293, 86870.3377153159, 86541.0286208232, 85920.7233665968, 
85479.5883706247, 84286.7199847517, 83949.3916170334, 84250.2982181159, 83990.6370715475, 83251.635659633, 82313.2957842093, 80297.6298383667, 79467.5686465703, 79187.4276301825, 78787.545888517, 77692.58291182, 77629.7423743003, 77545.6106196296, 78420.8893124005, 78079.301201394, 77941.8497291093, 78383.6861966111, 77270.9229228077, 76733.2210295712, 76041.2576787009, 76063.8774511411, 76388.6665489465, 76249.1453584388, 76280.2958199125, 76130.2125346164, 75179.9636898983, 74588.287761882, 74693.8070973377, 
74393.9533695207, 75205.9581687516, 75573.3270334343, 75649.1861074796, 75459.6447092453, 76019.7176735301, 76858.7082007304, 77824.296666751, 79863.5282186752, 82058.1365964797, 82704.3976227357, 84331.9688110371, 85770.3878711526, 86997.2345323495, 87618.6638288754, 87575.6541927099, 87829.5007144997, 88378.7369849084, 88729.022184606, 88892.9878902452, 89167.1061715804)))",Single Family only
456003,1833,115000,243000,4,467,13,3,1138,38.72885979268958,958,733,0,142,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4560.03, Allegheny County, Pennsylvania",2541,135,"list(list(c(1279955.06061863, 1280119.46419426, 1279689.88405456, 1279479.91819826, 1280544.94327209, 1280954.98142332, 1281614.21243861, 1281480.69586912, 1281783.09974842, 1282273.95711353, 1282827.0751963, 1283231.22266527, 1283835.07176369, 1284685.12660327, 1284654.64114983, 1285513.23578246, 1286460.10457172, 1287392.3013537, 1289012.95748594, 1288995.14785338, 1288362.79027641, 1288852.95525088, 1289773.82816513, 1290013.20996963, 1290475.80235196, 1290737.99670926, 1290340.76150863, 1289891.46482854, 
1289542.31030746, 1290680.7683061, 1291290.82934199, 1291756.23611647, 1292385.76224566, 1293479.07628754, 1293660.15566662, 1293814.83601714, 1293727.77344291, 1294252.67199954, 1294370.39011791, 1295505.53180932, 1297018.87498096, 1296745.21410479, 1296375.77971973, 1296487.90886981, 1297666.9787278, 1297970.240693, 1298204.89193196, 1298201.58397184, 1299506.73430073, 1300197.40204128, 1301234.48530471, 1301590.10039757, 1302107.91964691, 1303237.02560482, 1304272.11045757, 1304882.53548475, 1305387.22068467, 
1305646.8881745, 1305365.51510869, 1306508.38276218, 1306989.53756342, 1307653.32480089, 1307890.76840152, 1309281.95915258, 1309511.23801128, 1309466.94982578, 1310003.18291096, 1310013.96315503, 1309140.51861156, 1307276.12918738, 1307297.3982048, 1306687.8386577, 1307125.5874503, 1306470.8174456, 1305432.78719088, 1305398.27321915, 1304012.22962473, 1304279.25405086, 1303731.28934109, 1303550.6299675, 1300397.57364978, 1296103.22504513, 1293446.14221234, 1290375.68889772, 1290053.09203764, 1279358.0538631, 
1279955.06061863, 82701.0337726402, 83362.2886730183, 84438.1674743393, 84915.1003039374, 84986.4029645655, 85258.6608283361, 86195.9697161201, 86715.1767157366, 87712.2252795923, 87937.0048170382, 88822.6862983188, 89165.4958607585, 89287.5874941696, 89973.5194588922, 90127.1090771202, 90732.6365605868, 90893.5599271275, 91857.9240378712, 93184.9085378774, 92740.7235160012, 92473.1465169317, 91779.1762019685, 92118.1058779398, 92444.5207744523, 92701.239190038, 91717.7472835359, 90177.978358422, 
89167.1061715804, 88892.9878902452, 88729.022184606, 88378.7369849084, 87829.5007144997, 87575.6541927099, 87618.6638288754, 86997.2345323495, 85770.3878711526, 84331.9688110371, 82704.3976227357, 82058.1365964797, 79863.5282186752, 77824.296666751, 76858.7082007304, 76019.7176735301, 75459.6447092453, 75649.1861074796, 75573.3270334343, 75205.9581687516, 74393.9533695207, 74693.8070973377, 74588.287761882, 75179.9636898983, 76130.2125346164, 76280.2958199125, 76249.1453584388, 76388.6665489465, 
76063.8774511411, 76041.2576787009, 76733.2210295712, 77270.9229228077, 78383.6861966111, 77941.8497291093, 78079.301201394, 78420.8893124005, 77545.6106196296, 77629.7423743003, 76610.3776330472, 75812.8144685895, 75277.8124017307, 73705.1869409021, 72279.9962560211, 71620.7758987379, 71107.5080612959, 70643.5397169355, 69703.2357658743, 70014.57172128, 69347.0386722844, 69946.106436244, 70770.1683483083, 71088.8757585462, 70848.9115547575, 65575.3320941162, 67394.9240684714, 68547.2590666463, 69851.1045980759, 
70054.8116907049, 82405.3348002619, 82701.0337726402)))",Single Family only
456004,714,90000,152000,5,46,8,0,584,39.55182072829132,416,254,0,44,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4560.04, Allegheny County, Pennsylvania",2152,128,"list(list(c(1303550.6299675, 1303731.28934109, 1304279.25405086, 1304012.22962473, 1305398.27321915, 1305432.78719088, 1306470.8174456, 1307125.5874503, 1306687.8386577, 1307297.3982048, 1307276.12918738, 1309140.51861156, 1310013.96315503, 1310003.18291096, 1309466.94982578, 1309511.23801128, 1309545.85772517, 1310043.74657348, 1310785.14488949, 1310723.44073266, 1310531.65716824, 1310692.69582411, 1311288.50380735, 1311258.55041624, 1309188.15167774, 1309029.15881333, 1309555.87256325, 1310680.977613, 
1311915.13012771, 1312939.25847842, 1312855.74630051, 1313000.04629957, 1312150.79712637, 1310516.94966523, 1309726.26949384, 1309211.33495903, 1308928.50040936, 1308781.14984824, 1308047.84130332, 1308541.31807072, 1308609.66946043, 1306640.43660813, 1300397.57364978, 1303550.6299675, 70848.9115547575, 71088.8757585462, 70770.1683483083, 69946.106436244, 69347.0386722844, 70014.57172128, 69703.2357658743, 70643.5397169355, 71107.5080612959, 71620.7758987379, 72279.9962560211, 73705.1869409021, 75277.8124017307, 
75812.8144685895, 76610.3776330472, 77629.7423743003, 77692.58291182, 77330.1756000377, 76427.5274961757, 76322.4135048782, 76171.6394341577, 75358.0808144507, 75096.9118078871, 74744.5363424764, 70466.1070827619, 69873.7767714475, 69089.9515930383, 69022.8186353509, 69426.610297612, 69380.5533441529, 68760.2715618856, 67592.1702546569, 66644.6034426558, 66289.591935982, 66542.9697628325, 65993.1556921049, 65995.0485629542, 64461.643995755, 63733.7506623523, 63312.0260495055, 62086.5544964272, 62926.2962684094, 
65575.3320941162, 70848.9115547575)))",Single Family only
457100,89,64000,111000,0,1,0,0,84,37.30337078651685,56,28,0,5,0,1,3202000,0,1,0,0,0,"Census Tract 4571, Allegheny County, Pennsylvania",750,56,"list(list(c(1307815.97669049, 1308051.43979966, 1308456.61923006, 1308864.65198304, 1309932.07955384, 1310279.52117122, 1311726.50678089, 1312428.98160672, 1312516.24291692, 1311707.38433137, 1310867.29579711, 1310488.95096815, 1310296.3072022, 1310181.26443604, 1310043.74657348, 1309545.85772517, 1308597.61031835, 1307837.02607239, 1307815.97669049, 79467.5686465703, 80297.6298383667, 80707.5301584563, 82170.7361298407, 81902.4722628251, 81087.1045830202, 80605.1858340341, 80703.0768523349, 80559.2826881343, 
79994.8220714924, 79094.0853153355, 78675.7586685382, 78329.2792655739, 78057.5916313423, 77330.1756000377, 77692.58291182, 78787.545888517, 79187.4276301825, 79467.5686465703)))",Single Family and Multi Family
