Tract,sf_num_loans,sf_med_income,sf_med_upb,indian,asian,black,hawai,white,mean_age,sf_purchase,sf_refinance,sf_rehab,sf_cashout,sf_na,mf_num_loans,mf_med_upb,mf_purchase,mf_refinance,mf_rehab,mf_cashout,mf_na,NAME,unitE,unitM,geometry,family
515100,122,60000,65000,0,2,18,1,81,35.90163934426229,67,38,2,15,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5151, Allegheny County, Pennsylvania",1303,123,"list(list(c(1373687.89858895, 1373735.05782465, 1373791.26402948, 1373896.87581865, 1375116.26681814, 1375363.87397833, 1376155.52748237, 1376198.10659574, 1377251.40069067, 1377099.13837461, 1377623.45944677, 1377855.96549179, 1378478.32935095, 1378804.74936465, 1378287.84705695, 1378112.84642243, 1377608.83679333, 1377184.15607286, 1376308.02762874, 1374768.38114697, 1373420.49552256, 1373664.09415285, 1373388.34631003, 1373687.89858895, 101170.088553269, 101083.276469267, 101284.166514302, 100732.681435861, 
100334.168226402, 100231.493157599, 100187.247261184, 100435.128388655, 100587.861394411, 99808.3688309899, 98334.3891709334, 98398.6691614541, 98047.7634187962, 97737.6402527536, 97355.9402520865, 97239.9521899822, 96862.3240203112, 97186.9001641521, 97493.4100322741, 98128.9897370292, 98494.971735973, 99155.1985972304, 99867.2381598355, 101170.088553269)))",Single Family only
515200,187,62000,85000,1,6,17,0,140,38.716577540106954,118,57,0,12,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5152, Allegheny County, Pennsylvania",1167,95,"list(list(c(1373791.26402948, 1374032.29713259, 1374655.63431224, 1375059.79837155, 1375516.59210276, 1376044.78884512, 1376655.47583096, 1377251.40069067, 1376198.10659574, 1376155.52748237, 1375363.87397833, 1375116.26681814, 1373896.87581865, 1373791.26402948, 101284.166514302, 102146.735287215, 102078.890440465, 101819.646524363, 102669.264796412, 102923.792962757, 102511.530215173, 100587.861394411, 100435.128388655, 100187.247261184, 100231.493157599, 100334.168226402, 100732.681435861, 101284.166514302
)))",Single Family only
515300,88,57500,94500,0,2,6,0,67,38.40909090909091,60,24,0,4,0,1,3290000,0,1,0,0,0,"Census Tract 5153, Allegheny County, Pennsylvania",842,76,"list(list(c(1370157.20025807, 1370555.24485529, 1371219.80690257, 1372376.31046905, 1373337.24724383, 1373233.46760874, 1373687.89858895, 1373388.34631003, 1373664.09415285, 1373420.49552256, 1373372.63845325, 1372959.56806331, 1373102.84381944, 1372405.04301857, 1370695.09236883, 1369943.74480557, 1370157.20025807, 99308.3029094461, 99633.3704237106, 100114.026582668, 100732.326105375, 101193.685173017, 101356.246334177, 101170.088553269, 99867.2381598355, 99155.1985972304, 98494.971735973, 98508.5446239137, 
97867.448264112, 97758.2157654593, 96226.8516961574, 97802.481518674, 98227.862722558, 99308.3029094461)))",Single Family and Multi Family
515401,306,93000,149500,1,5,4,0,250,36.73202614379085,188,93,0,25,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5154.01, Allegheny County, Pennsylvania",1124,88,"list(list(c(1370137.24299549, 1370653.20580928, 1370815.13978416, 1371519.96534013, 1372422.17445701, 1372101.61405435, 1371652.55284539, 1371292.4529068, 1370859.82955512, 1371222.40663594, 1371489.20084394, 1372138.53513178, 1372049.56373489, 1372144.81920006, 1372448.54680955, 1373233.46760874, 1373337.24724383, 1372376.31046905, 1371219.80690257, 1370555.24485529, 1370157.20025807, 1370137.24299549, 99952.0768311076, 101921.22981527, 101993.023057002, 101717.88428191, 102294.372846947, 102554.144662827, 
102213.186870388, 102675.496615135, 102447.494233818, 105154.12193519, 104625.602215032, 103168.444338229, 102769.372013987, 102634.351047299, 102426.020736627, 101356.246334177, 101193.685173017, 100732.326105375, 100114.026582668, 99633.3704237106, 99308.3029094461, 99952.0768311076)))",Single Family only
516100,293,109000,185000,0,8,0,0,254,38.122866894197955,169,103,0,21,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5161, Allegheny County, Pennsylvania",705,44,"list(list(c(1371489.20084394, 1373962.95292387, 1374147.03295795, 1374226.33719438, 1374032.29713259, 1373791.26402948, 1373735.05782465, 1373687.89858895, 1373233.46760874, 1372448.54680955, 1372144.81920006, 1372049.56373489, 1372138.53513178, 1371489.20084394, 104625.602215032, 105771.925331758, 104348.900839746, 103408.456548827, 102146.735287215, 101284.166514302, 101083.276469267, 101170.088553269, 101356.246334177, 102426.020736627, 102634.351047299, 102769.372013987, 103168.444338229, 104625.602215032
)))",Single Family only
516200,299,100000,175000,1,7,4,0,254,37.324414715719065,191,87,0,21,0,1,3465000,1,0,0,0,0,"Census Tract 5162, Allegheny County, Pennsylvania",828,53,"list(list(c(1373962.95292387, 1374826.17876709, 1375774.54878105, 1376246.78792342, 1377177.8405372, 1377717.07076229, 1377276.16994235, 1376962.65876016, 1376655.47583096, 1376044.78884512, 1375516.59210276, 1375059.79837155, 1374655.63431224, 1374032.29713259, 1374226.33719438, 1374147.03295795, 1373962.95292387, 105771.925331758, 105475.116676021, 104687.503323207, 105228.054546738, 105117.36201624, 104552.347290815, 103505.856563985, 102975.967751974, 102511.530215173, 102923.792962757, 102669.264796412, 
101819.646524363, 102078.890440465, 102146.735287215, 103408.456548827, 104348.900839746, 105771.925331758)))",Single Family and Multi Family
517000,95,52000,68000,0,2,11,0,71,42.21052631578947,58,36,0,1,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5170, Allegheny County, Pennsylvania",942,79,"list(list(c(1376962.65876016, 1377276.16994235, 1377717.07076229, 1378635.47294854, 1378016.63810043, 1378165.67161431, 1377981.3173486, 1377613.38735352, 1378447.29710762, 1378873.52690235, 1379595.76192122, 1379930.61242995, 1380597.91393692, 1381078.60711245, 1381499.02158374, 1383335.52281178, 1383084.2854843, 1383016.67215001, 1383424.76277371, 1383570.12536712, 1383762.4114164, 1383966.4591203, 1383178.02186592, 1382851.5286545, 1381225.35852269, 1380738.39808082, 1380581.14600086, 1379654.92895291, 
1378287.84705695, 1378804.74936465, 1378478.32935095, 1377855.96549179, 1377623.45944677, 1377099.13837461, 1377251.40069067, 1376655.47583096, 1376962.65876016, 102975.967751974, 103505.856563985, 104552.347290815, 103968.952633093, 103923.238071697, 103151.305554576, 102299.338474699, 102060.520294687, 101537.504946311, 100732.188884025, 100457.956767481, 100368.505518169, 100056.647803389, 99722.0201799386, 99851.3690780559, 98808.838654373, 98362.2790314253, 98239.2756734732, 97974.9776061673, 
97858.1041485448, 97769.2503633676, 96372.7987008123, 95693.9839112548, 95396.493785835, 95453.8997707994, 95466.4926206117, 96444.1639461437, 96356.3321229215, 97355.9402520865, 97737.6402527536, 98047.7634187962, 98398.6691614541, 98334.3891709334, 99808.3688309899, 100587.861394411, 102511.530215173, 102975.967751974)))",Single Family only
518001,511,84000,136000,0,8,18,0,428,39.23679060665362,327,152,0,32,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5180.01, Allegheny County, Pennsylvania",1586,113,"list(list(c(1377981.3173486, 1378165.67161431, 1378016.63810043, 1378635.47294854, 1379210.69424311, 1379558.05213057, 1380733.78428067, 1381496.30668655, 1382200.08746222, 1382896.01228028, 1383363.44503443, 1384324.07810551, 1383417.95009254, 1383336.82764322, 1383929.56832875, 1383658.7066767, 1383762.58596354, 1383120.45019453, 1383084.2854843, 1383335.52281178, 1381499.02158374, 1381078.60711245, 1380597.91393692, 1379930.61242995, 1379595.76192122, 1378873.52690235, 1378447.29710762, 1377613.38735352, 
1377981.3173486, 102299.338474699, 103151.305554576, 103923.238071697, 103968.952633093, 103631.972810019, 104193.134825209, 106108.464536168, 105333.26642371, 104453.829034052, 105106.058683033, 105559.027382811, 104335.932068597, 103536.418668837, 103085.730264297, 100446.884708974, 99442.8094752071, 99315.6450819554, 98314.3857897358, 98362.2790314253, 98808.838654373, 99851.3690780559, 99722.0201799386, 100056.647803389, 100368.505518169, 100457.956767481, 100732.188884025, 101537.504946311, 
102060.520294687, 102299.338474699)))",Single Family only
519000,529,85000,145000,3,9,44,0,420,41.1531190926276,309,189,0,31,0,1,185000,0,0,0,1,0,"Census Tract 5190, Allegheny County, Pennsylvania",1277,91,"list(list(c(1380714.39739875, 1380597.02285025, 1381780.23260918, 1381629.43895552, 1382875.5062018, 1382888.80113549, 1385614.40030877, 1385786.26244559, 1386694.49787483, 1388072.22799118, 1389686.89104457, 1390008.94847182, 1390115.26070343, 1390305.06291272, 1390265.26422068, 1390158.38977884, 1390994.82851923, 1390580.00672907, 1391971.21460257, 1391325.21833959, 1390173.57360817, 1389387.10850303, 1390076.02577347, 1390399.96982664, 1389725.43693265, 1389454.59658741, 1388999.16240176, 1389428.1401287, 
1388929.20900162, 1388380.34755681, 1387315.68514932, 1385546.99797532, 1385292.96025285, 1384638.73389073, 1384182.49965703, 1384324.07810551, 1383363.44503443, 1382896.01228028, 1382200.08746222, 1381496.30668655, 1380733.78428067, 1379678.6474399, 1380714.39739875, 106535.35441777, 107317.430431866, 107776.245161648, 108616.348695153, 108823.666243048, 111376.006115709, 110153.506351607, 110548.066038302, 110203.21441826, 108426.436178231, 108112.077316746, 108119.28798319, 108244.660418241, 108345.069580618, 
108160.152128711, 107106.159983084, 106836.817373102, 106178.348518388, 104221.439356051, 103155.558377067, 103664.969271963, 103282.947748599, 102756.53412915, 101317.909484553, 101378.192433419, 100410.868149678, 100340.172226546, 101988.142237642, 103072.726932327, 102462.343145979, 102396.871810144, 102311.286249089, 102747.490661593, 102494.356388053, 103286.079545668, 104335.932068597, 105559.027382811, 105106.058683033, 104453.829034052, 105333.26642371, 106108.464536168, 105823.69689333, 
106535.35441777)))",Single Family and Multi Family
520001,259,69000,109000,0,3,21,0,203,42.625482625482626,142,99,0,18,0,2,8512500,0,1,0,1,0,"Census Tract 5200.01, Allegheny County, Pennsylvania",1510,91,"list(list(c(1389387.10850303, 1390173.57360817, 1391325.21833959, 1391971.21460257, 1390580.00672907, 1390994.82851923, 1390158.38977884, 1390265.26422068, 1390305.06291272, 1394295.47623725, 1397120.99848842, 1397002.3435396, 1396606.67900769, 1397226.7985811, 1396937.65230916, 1396762.44373097, 1395602.06535366, 1394689.85555396, 1393220.50938944, 1392403.31337668, 1391880.01119851, 1391166.36282274, 1391542.09146464, 1390778.3195395, 1390243.63696745, 1390399.96982664, 1390076.02577347, 1389387.10850303, 
103282.947748599, 103664.969271963, 103155.558377067, 104221.439356051, 106178.348518388, 106836.817373102, 107106.159983084, 108160.152128711, 108345.069580618, 106897.912585006, 105841.277336142, 105111.903723827, 104139.81436868, 103431.556037626, 101784.15502599, 101571.823947771, 101029.728164863, 100185.47759755, 99096.8764484633, 98213.6313265456, 98055.2100865744, 98091.2384768298, 98461.6438794751, 98637.3768589494, 99816.454340845, 101317.909484553, 102756.53412915, 103282.947748599)))",Single Family and Multi Family
520002,199,56000,87000,1,2,11,0,161,40,110,83,0,6,0,2,2502500,1,1,0,0,0,"Census Tract 5200.02, Allegheny County, Pennsylvania",1519,94,"list(list(c(1385292.96025285, 1385546.99797532, 1387315.68514932, 1388380.34755681, 1388929.20900162, 1389428.1401287, 1388999.16240176, 1389454.59658741, 1389725.43693265, 1390399.96982664, 1390243.63696745, 1390778.3195395, 1391542.09146464, 1391166.36282274, 1391880.01119851, 1391756.4698472, 1390964.10917484, 1390761.66439556, 1390204.79489354, 1389956.11116559, 1388999.97645983, 1388309.61569533, 1388287.19192902, 1387195.31519385, 1386910.02771803, 1386718.59386047, 1388145.48361903, 1387326.58941855, 
1386797.27570959, 1386898.16568677, 1386161.4472967, 1385728.88966504, 1385694.51616458, 1385655.96510982, 1385596.0487714, 1384638.73389073, 1385292.96025285, 102747.490661593, 102311.286249089, 102396.871810144, 102462.343145979, 103072.726932327, 101988.142237642, 100340.172226546, 100410.868149678, 101378.192433419, 101317.909484553, 99816.454340845, 98637.3768589494, 98461.6438794751, 98091.2384768298, 98055.2100865744, 98049.4178125048, 97520.6054822902, 96477.2783308616, 97012.1641799954, 
95622.2597323773, 95853.687121356, 95216.0858570324, 93936.6500116527, 92919.5000916855, 93914.060123516, 94143.9127145538, 95445.9990222824, 96736.2206050944, 97451.6584822768, 97603.7549355997, 99384.0546740034, 100134.355574099, 100337.096146762, 100620.482960236, 100987.847237743, 102494.356388053, 102747.490661593)))",Single Family and Multi Family
521100,358,70000,115500,3,24,43,0,246,41.201117318435756,177,157,1,23,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 5211, Allegheny County, Pennsylvania",1704,82,"list(list(c(1398614.30819711, 1398697.85297167, 1398948.51203932, 1398856.8146299, 1399079.84379242, 1401335.37226959, 1402939.86424652, 1403770.40353346, 1405294.2093634, 1405989.66422873, 1407060.86180405, 1408604.47454802, 1409461.16219145, 1409555.07603775, 1409770.57858526, 1409735.80017493, 1409099.75712894, 1408450.26429393, 1407701.21012774, 1407168.86052684, 1405968.17674292, 1403966.39734138, 1400947.8854147, 1398450.24606097, 1398614.30819711, 107496.985579684, 107697.645923579, 108736.970450491, 
109486.993350944, 110100.197955566, 110966.522129958, 112343.975837544, 113844.983354183, 113332.619730511, 113526.298042967, 114171.901771129, 114043.050998797, 113473.573138246, 113309.944154145, 112759.368022012, 112568.110387427, 111839.39267692, 109443.28647693, 108242.351314452, 107585.61474456, 107858.517647878, 107606.106709529, 107078.93006492, 107035.459358517, 107496.985579684)))",Single Family only
521200,257,56000,95000,0,8,10,1,203,41.36186770428016,140,101,0,16,0,4,18122500,0,1,0,2,1,"Census Tract 5212, Allegheny County, Pennsylvania",1862,162,"list(list(c(1391756.4698472, 1391880.01119851, 1392403.31337668, 1393220.50938944, 1394689.85555396, 1395602.06535366, 1396762.44373097, 1396937.65230916, 1397226.7985811, 1396606.67900769, 1397002.3435396, 1397120.99848842, 1397716.97089318, 1397351.5316994, 1398450.24606097, 1400947.8854147, 1403966.39734138, 1405968.17674292, 1407168.86052684, 1407142.00361093, 1406483.19466952, 1406347.45389996, 1405513.56532522, 1404391.30877063, 1403563.03713661, 1402521.60474015, 1402445.13648086, 1400441.91002622, 
1400177.20989155, 1399692.36230956, 1398512.35288447, 1397731.90695634, 1397109.79344197, 1397152.64474891, 1396360.07106353, 1396231.77904966, 1396401.02549076, 1396290.98562817, 1395995.01850788, 1395695.45165624, 1394940.522825, 1393739.89574968, 1393354.93550283, 1393997.09009865, 1394269.8682267, 1393933.95123029, 1393271.0278601, 1394298.43676864, 1394543.92225317, 1394915.91197214, 1394221.0558783, 1394695.55728645, 1394428.24721938, 1393839.72465787, 1392498.85507673, 1391590.07299914, 1391756.4698472, 
98049.4178125048, 98055.2100865744, 98213.6313265456, 99096.8764484633, 100185.47759755, 101029.728164863, 101571.823947771, 101784.15502599, 103431.556037626, 104139.81436868, 105111.903723827, 105841.277336142, 106219.673448393, 106485.998024343, 107035.459358517, 107078.93006492, 107606.106709529, 107858.517647878, 107585.61474456, 106683.499052403, 105668.916249772, 105424.620051836, 104774.222112761, 105274.244324795, 105103.762866552, 104276.105398997, 103854.043879783, 100684.144770848, 100419.959058329, 
99136.1271620712, 97859.6145598508, 97592.3440423924, 95931.3175460755, 95082.5814404883, 93744.8717605396, 92529.9072096299, 92065.2208085056, 91232.13566526, 91312.050129775, 90653.6670877546, 90755.7964984368, 92242.9301765171, 92305.6822861821, 92711.6883225253, 93074.7501523054, 93862.3214743555, 93927.6904521853, 95386.1758056393, 95949.9753870555, 96257.8358695572, 96874.6316987723, 97814.9278387084, 98357.7682420977, 98465.8167035214, 97537.1056863748, 97859.1433531091, 98049.4178125048)))",Single Family and Multi Family
521301,326,81000,141000,3,27,24,1,237,41.96319018404908,179,132,0,15,0,5,7805000,0,2,1,2,0,"Census Tract 5213.01, Allegheny County, Pennsylvania",1963,176,"list(list(c(1403773.56784185, 1404714.59615473, 1404395.88512774, 1405135.33783158, 1405409.50430991, 1405250.54259852, 1406060.07357538, 1405979.00696239, 1405548.7488558, 1404923.91703416, 1404342.81509702, 1405230.92108617, 1404415.30920667, 1404138.25744564, 1404401.95274194, 1405157.45474347, 1405263.88072841, 1405524.49193332, 1406640.47868535, 1407216.71704662, 1408455.1705193, 1408555.04042984, 1408875.71353965, 1408430.67112105, 1405861.30633828, 1405513.56532522, 1406347.45389996, 1406483.19466952, 
1407142.00361093, 1407168.86052684, 1408054.48071236, 1409464.53228994, 1410406.38259001, 1411067.29731446, 1411241.95794158, 1411350.34168709, 1411550.44340897, 1411724.2536514, 1411750.34193875, 1410967.71414606, 1410716.02218142, 1410620.28868156, 1409845.26986092, 1409469.28886612, 1409542.42049655, 1409423.04551545, 1408527.21731366, 1408048.9670356, 1407843.21044447, 1407283.93186843, 1407232.58633876, 1406889.68782046, 1406935.895358, 1406944.18385152, 1407175.0583587, 1407023.31424444, 1406269.09976967, 
1404494.80545069, 1403889.79977631, 1403394.72604449, 1403773.56784185, 91747.8737023842, 91811.8690560032, 92421.0317132957, 91848.3230570355, 91537.9677583125, 92211.9064844623, 93567.72546335, 94499.6960482268, 95378.22364585, 95177.0627419448, 95416.6102774985, 96894.4738918876, 96705.4377701681, 97924.8153148803, 98551.6969667848, 99735.2644084989, 99939.0572313191, 100531.398763342, 101616.210310156, 101711.758420297, 102643.28181892, 102782.368329699, 103639.395819949, 103578.663700446, 104603.922830604, 
104774.222112761, 105424.620051836, 105668.916249772, 106683.499052403, 107585.61474456, 107066.075033882, 105684.870020156, 105207.484538718, 103875.440082864, 103203.003612638, 102301.404231982, 100076.924632761, 99558.6732231061, 98758.470357811, 97316.2067567302, 95695.854458507, 95555.5692450533, 95014.0807123235, 94165.6070634293, 92837.3133589948, 92350.9880134636, 91951.9235251028, 91442.5961958369, 90645.9503388512, 89817.438893394, 88963.9948697065, 88323.2519738973, 87698.5992383909, 87623.6936669133, 
86886.8655069705, 86198.302677749, 86673.2558846291, 90419.6978821636, 91214.1453023491, 91252.3446883874, 91747.8737023842)))",Single Family and Multi Family
521302,194,65000,105000,1,6,12,0,156,41.54639175257732,105,80,0,9,0,4,11367500,1,1,0,2,0,"Census Tract 5213.02, Allegheny County, Pennsylvania",2132,135,"list(list(c(1396360.07106353, 1397152.64474891, 1397109.79344197, 1397731.90695634, 1398512.35288447, 1399692.36230956, 1400177.20989155, 1400441.91002622, 1402445.13648086, 1402521.60474015, 1403563.03713661, 1404391.30877063, 1405513.56532522, 1405861.30633828, 1408430.67112105, 1408875.71353965, 1408555.04042984, 1408455.1705193, 1407216.71704662, 1406640.47868535, 1405524.49193332, 1405263.88072841, 1405157.45474347, 1404401.95274194, 1403319.28316003, 1402890.41875459, 1403932.49069439, 1403683.37693409, 
1404057.09834342, 1403279.6612294, 1403186.84756889, 1402270.56816046, 1402364.05987989, 1402205.25879044, 1401684.64523654, 1403673.42454446, 1403773.56784185, 1403394.72604449, 1402637.29772572, 1401943.70331504, 1400681.22131644, 1400604.18032473, 1399720.30794039, 1399289.62506194, 1398492.25595035, 1397065.81027883, 1397063.42057398, 1396229.79220464, 1396290.98562817, 1396401.02549076, 1396231.77904966, 1396360.07106353, 93744.8717605396, 95082.5814404883, 95931.3175460755, 97592.3440423924, 
97859.6145598508, 99136.1271620712, 100419.959058329, 100684.144770848, 103854.043879783, 104276.105398997, 105103.762866552, 105274.244324795, 104774.222112761, 104603.922830604, 103578.663700446, 103639.395819949, 102782.368329699, 102643.28181892, 101711.758420297, 101616.210310156, 100531.398763342, 99939.0572313191, 99735.2644084989, 98551.6969667848, 99801.6080383996, 98582.0044488362, 98225.9313868473, 97508.6932849855, 97789.681217984, 95484.875436446, 94413.3747467049, 93239.8306429633, 
93092.2191532777, 92629.8122245113, 91828.9471669582, 92278.3102793606, 91747.8737023842, 91252.3446883874, 90511.6763668346, 90331.5180557301, 90416.9669552036, 90955.6210155902, 90942.5538933951, 90202.6673124891, 89689.0294499678, 89641.5071517685, 90011.1212072429, 90637.7032042435, 91232.13566526, 92065.2208085056, 92529.9072096299, 93744.8717605396)))",Single Family and Multi Family
